message_id,message_text,category,urgency,channel,student_type,created_hour
MSG-01171,"I have a question about student services and could use guidance. Also, the office page is confusing.",general,low,chat,online,21
MSG-01172,"Hi team, Hi, I am not sure who to contact about this question. soon. I already checked the student portal and could not find a clear answer.",general,medium,web_form,graduate,10
MSG-01173,"hi team, my campus login keeps failing even after i reset my password. i already checked the student portal and could not find a clear answer.",technical_support,low,chat,undergraduate,19
MSG-01174,My aid package still has not posted and tuition s due tomorrow. thx,financial_aid,high,email,international,17
MSG-01175,"I cannot register for ENG 201 because there is a hold on my account. Also, the waitlist page is confusing. just checking.",registration,low,chat,graduate,19
MSG-01176,"Please let me know where this request should go Also, the services page is confusing???",general,medium,email,international,12
MSG-01177,I cannot access email from my phone after the security update.,technical_support,high,email,international,7
MSG-01178,"hi team, please let me know where this request should go i already checked the student portal and could not find a clear answer",general,low,email,undergraduate,12
MSG-01179,My roommate assignment changed and I never received an explanation.???,housing,low,web_form,undergraduate,5
MSG-01180,My aid package still has not posted and tuition is due this week.,financial_aid,medium,email,graduate,12
MSG-01181,I need help setting up a payment plan before classes start,financial_aid,medium,chat,international,22
MSG-01182,I cannot register for BIO 101 because there is a hold on my account.,registration,low,email,graduate,19
MSG-01183,I need an appointment because I have been feeling overwhelmed all week.,health_wellness,medium,chat,online,20
MSG-01184,"hi team, i need help setting up a payment plan before classes start. before friday. i already checked the student portal and could not find a clear answer.",financial_aid,medium,web_form,undergraduate,13
MSG-01185,"Hi team, I want to change majors and need to know the next step. Also, the credits page is confusing. just checking. I already checked the student portal and could not find a clear answer.",academic_advising,low,chat,international,6
MSG-01186,I need help setting up a payment plan before classes start.,financial_aid,high,chat,online,18
MSG-01187,I cannot register for CHEM 110 because there is a hold on my account.,registration,low,email,online,15
MSG-01188,"i tested positive and need to know what to do about attendance. also, the wellness page is confusing. when you have time.",health_wellness,low,email,graduate,6
MSG-01189,"Hi team, I need approval for an overload because this is my final semester. before Friday. I already checked the student portal and could not find a clear answer.",academic_advising,medium,web_form,graduate,8
MSG-01190,"Hi team, Can someone explain hy my scholarship disappeared from the bill? I already checked the student portal and could not find a clear answer",financial_aid,medium,web_form,graduate,7
MSG-01191,"Hi team, I cannot access email from my phone after the security update. not urgent. I already checked the student portal and could not find a clear answer.",technical_support,low,chat,international,22
MSG-01192,My roommate assignment changed and I never received an explanation.,housing,medium,web_form,graduate,5
MSG-01193,help,health_wellness,medium,email,international,1
MSG-01194,"Hi team, I need to drop a course before the deadline but the button is missing I already checked the student portal and could not find a clear answer",registration,medium,chat,international,0
MSG-01195,The portal shows an error code when I try to submit the form.,technical_support,high,web_form,international,20
MSG-01196,I am worried about a student who said they might hurt themselves. right now.,health_wellness,high,web_form,online,23
MSG-01197,confused about this,academic_advising,low,chat,international,6
MSG-01198,"I uploaded FAFSA dcuments but the portal still says incomplete. Also, the FAFSA page is confusing.",financial_aid,medium,email,international,0
MSG-01199,I need help setting up a payment plan before classes start.,financial_aid,low,web_form,online,23
MSG-01200,"hi team, confused about this i already checked the student portal and could not find a clear answer.",academic_advising,low,chat,international,12
MSG-01201,I need to drop a course before the deadline but the button is missing.,registration,medium,chat,graduate,6
MSG-01202,confused about this,housing,low,web_form,online,10
MSG-01203,My schedule has the wrong lab section and I need it fixed. before Friday.,registration,medium,web_form,undergraduate,11
MSG-01204,I uploaded FAFSA documents but the portal still says incomplete.???,financial_aid,medium,chat,online,0
MSG-01205,"i need approval for an overload because this is my final semester. also, the graduation page is confusing. when you have time.",academic_advising,low,email,graduate,1
MSG-01206,confused about this,health_wellness,medium,web_form,online,4
MSG-01207,Can I talk to someone today about anxiety and missing classes?,health_wellness,medium,chat,international,16
MSG-01208,"I have a question about student services and could use guidance. Also, the services page is confsing.",general,low,email,graduate,2
MSG-01209,help,housing,low,chat,undergraduate,21
MSG-01210,"My schedule has the wrong lab section and I need it fixed. Also, the waitlist page is confusing.",registration,medium,chat,undergraduate,18
MSG-01211,There is no hot water in my dorm and the work order is still pending.,housing,low,email,online,6
MSG-01212,"The learning platform will not load my quiz and it is due tonight. Also, the portal page is confusing. thx",technical_support,medium,chat,international,13
MSG-01213,"hi team, my campus login keeps failing even after i reset my password. before friday. i already checked the student portal and could not find a clear answer.???",technical_support,medium,web_form,undergraduate,1
MSG-01214,the portal shows an error code when i try to submit the form.,technical_support,medium,chat,international,6
MSG-01215,"I am not sure which requirement CS 150 satisfies for my major. Also, the credits page is confusing.",academic_advising,low,chat,graduate,12
